Entity,Code,Day,weekly_deaths_rolling_normalized,people_in_hospital_normalized,weekly_cases_rolling_normalized,people_ventilated_normalized
Scotland,,2020-05-19,12.62,34.49,5.49,21.12
Scotland,,2020-05-20,12.38,33.66,5.05,17.39
Scotland,,2020-05-21,11.19,33.22,4.54,14.29
Scotland,,2020-05-22,11.43,31.76,4.36,12.42
Scotland,,2020-05-23,10.48,31.76,3.65,15.53
Scotland,,2020-05-24,7.86,32.15,3.47,14.91
Scotland,,2020-05-25,7.62,31.51,3.46,13.04
Scotland,,2020-05-26,7.86,30.59,3.26,11.18
Scotland,,2020-05-27,7.86,29.71,3.01,13.04
Scotland,,2020-05-28,7.38,28.74,2.66,14.29
Scotland,,2020-05-29,6.67,28.35,2.2,12.42
Scotland,,2020-05-30,5.95,28.01,2.1,9.32
Scotland,,2020-05-31,6.67,28.15,1.84,11.18
Scotland,,2020-06-01,5.95,27.62,1.61,11.8
Scotland,,2020-06-02,5.71,26.89,1.76,13.66
Scotland,,2020-06-03,5.71,26.5,1.62,13.66
Scotland,,2020-06-04,5.48,25.23,1.63,11.18
Scotland,,2020-06-05,4.29,24.89,1.57,8.7
Scotland,,2020-06-06,4.29,25.23,1.36,9.94
Scotland,,2020-06-07,2.86,25.09,1.36,9.32
Scotland,,2020-06-08,2.38,24.94,1.36,13.04
Scotland,,2020-06-09,2.38,23.82,1.12,14.29
Scotland,,2020-06-10,2.38,22.99,0.99,11.18
Scotland,,2020-06-11,2.14,22.75,0.79,10.56
Scotland,,2020-06-12,1.43,22.21,0.78,9.94
Scotland,,2020-06-13,1.19,22.07,0.78,8.07
Scotland,,2020-06-14,1.43,22.07,0.82,6.21
Scotland,,2020-06-15,1.43,21.92,0.89,11.8
Scotland,,2020-06-16,1.43,21.38,0.9,10.56
Scotland,,2020-06-17,1.43,21.04,0.95,5.59
Scotland,,2020-06-18,0.95,20.56,0.92,7.45
Scotland,,2020-06-19,0.95,20.94,0.92,12.42
Scotland,,2020-06-20,0.71,20.65,0.95,6.83
Scotland,,2020-06-21,0.48,18.7,0.95,4.97
Scotland,,2020-06-22,0.48,18.31,0.86,4.35
Scotland,,2020-06-23,0.48,17.44,0.84,6.83
Scotland,,2020-06-24,0.48,16.66,0.77,5.59
Scotland,,2020-06-25,0.24,16.42,0.73,7.45
Scotland,,2020-06-26,0,15.73,0.67,3.73
Scotland,,2020-06-27,0.24,16.07,0.6,3.73
Scotland,,2020-06-28,0.24,16.32,0.49,3.73
Scotland,,2020-06-29,0.24,15.93,0.44,7.45
Scotland,,2020-06-30,0.24,16.03,0.42,3.73
Scotland,,2020-07-01,0.24,15.59,0.42,3.73
Scotland,,2020-07-02,0.24,15.39,0.42,5.59
Scotland,,2020-07-03,0.24,14.86,0.39,4.97
Scotland,,2020-07-04,0,14.71,0.36,2.48
Scotland,,2020-07-05,0,14.56,0.37,6.21
Scotland,,2020-07-06,0,14.76,0.36,12.42
Scotland,,2020-07-07,0,14.37,0.31,1.86
Scotland,,2020-07-08,0,13.98,0.31,1.24
Scotland,,2020-07-09,0,13.54,0.31,1.24
Scotland,,2020-07-10,0,13.15,0.35,1.24
Scotland,,2020-07-11,0,13.01,0.33,1.24
Scotland,,2020-07-12,0,13.15,0.39,1.24
Scotland,,2020-07-13,0,12.86,0.4,1.24
Scotland,,2020-07-14,0,12.66,0.41,1.24
Scotland,,2020-07-15,0,12.66,0.39,1.24
Scotland,,2020-07-16,0,12.42,0.42,2.48
Scotland,,2020-07-17,0,12.66,0.42,1.86
Scotland,,2020-07-18,0,12.91,0.5,1.86
Scotland,,2020-07-19,0,12.91,0.53,1.86
Scotland,,2020-07-20,0,13.15,0.53,1.86
Scotland,,2020-07-21,0,13.01,0.65,1.86
Scotland,,2020-07-22,0,13.15,0.68,2.48
Scotland,,2020-07-23,0,12.76,0.71,2.48
Scotland,,2020-07-24,0,12.71,0.73,1.86
Scotland,,2020-07-25,0,12.71,0.77,1.86
Scotland,,2020-07-26,0,13.01,0.65,1.86
Scotland,,2020-07-27,0,13.1,0.63,1.86
Scotland,,2020-07-28,0,12.91,0.52,1.86
Scotland,,2020-07-29,0,12.57,0.59,1.86
Scotland,,2020-07-30,0,12.32,0.6,1.86
Scotland,,2020-07-31,0.24,11.89,0.66,1.86
Scotland,,2020-08-01,0.24,11.84,0.6,1.86
Scotland,,2020-08-02,0.24,12.08,0.77,1.86
Scotland,,2020-08-03,0.24,12.37,0.86,1.86
Scotland,,2020-08-04,0.24,12.03,0.98,1.24
Scotland,,2020-08-05,0.24,12.08,1.24,1.24
Scotland,,2020-08-06,0.24,12.32,1.54,1.24
Scotland,,2020-08-07,0.48,11.98,1.62,1.24
Scotland,,2020-08-08,0.48,11.93,1.88,1.24
Scotland,,2020-08-09,0.48,12.08,1.98,0.62
Scotland,,2020-08-10,0.48,11.84,2.05,0.62
Scotland,,2020-08-11,0.48,12.13,2.23,1.24
Scotland,,2020-08-12,0.48,12.52,2.12,1.24
Scotland,,2020-08-13,0.48,12.42,2,1.86
Scotland,,2020-08-14,0.24,12.57,2.14,3.11
Scotland,,2020-08-15,0.48,12.23,2.08,3.11
Scotland,,2020-08-16,0.48,12.57,2.05,3.11
Scotland,,2020-08-17,0.48,12.86,2.04,3.73
Scotland,,2020-08-18,0.48,12.57,2.02,3.11
Scotland,,2020-08-19,0.48,12.62,2.04,2.48
Scotland,,2020-08-20,1.19,12.57,2.22,2.48
Scotland,,2020-08-21,0.95,12.23,2.26,2.48
Scotland,,2020-08-22,0.71,11.89,2.7,2.48
Scotland,,2020-08-23,0.71,12.47,2.95,3.11
Scotland,,2020-08-24,0.71,13.01,3.19,3.73
Scotland,,2020-08-25,0.71,13.35,3.16,3.73
Scotland,,2020-08-26,0.71,12.96,3.27,4.35
Scotland,,2020-08-27,0.24,2.19,3.21,3.73
Scotland,,2020-08-28,0.48,2.05,3.09,4.35
Scotland,,2020-08-29,0.48,2.19,2.87,3.73
Scotland,,2020-08-30,0.71,2.48,3.12,3.73
Scotland,,2020-08-31,1.43,2.34,3.7,3.73
Scotland,,2020-09-01,1.43,2.48,4.37,3.73
Scotland,,2020-09-02,1.43,2.53,4.92,3.11
Scotland,,2020-09-03,1.43,2.97,5.12,3.11
Scotland,,2020-09-04,1.67,3.12,5.79,5.59
Scotland,,2020-09-05,2.14,3.07,6.11,5.59
Scotland,,2020-09-06,2.14,3.56,6.64,4.97
Scotland,,2020-09-07,1.43,3.56,6.55,6.21
Scotland,,2020-09-08,1.67,4.04,6.68,6.21
Scotland,,2020-09-09,1.67,4.14,6.7,6.21
Scotland,,2020-09-10,1.43,4.34,7.07,6.83
Scotland,,2020-09-11,2.62,4.82,7.17,6.83
Scotland,,2020-09-12,2.86,5.11,7.66,7.45
Scotland,,2020-09-13,3.57,5.94,7.88,9.94
Scotland,,2020-09-14,4.52,5.99,7.42,9.94
Scotland,,2020-09-15,4.29,6.67,7.98,9.32
Scotland,,2020-09-16,4.29,7.5,8.64,10.56
Scotland,,2020-09-17,4.76,8.52,9.43,11.8
Scotland,,2020-09-18,3.33,9.3,9.61,14.29
Scotland,,2020-09-19,3.81,10.23,10.4,13.66
Scotland,,2020-09-20,4.29,10.62,10.4,13.66
Scotland,,2020-09-21,4.76,12.76,11.54,15.53
Scotland,,2020-09-22,4.76,15.54,12.26,17.39
Scotland,,2020-09-23,4.76,18.36,13.6,19.25
Scotland,,2020-09-24,5.95,19.34,14.68,19.25
Scotland,,2020-09-25,9.29,21.04,16.86,21.12
Scotland,,2020-09-26,11.19,21.87,19.1,21.74
Scotland,,2020-09-27,11.9,23.72,19.71,22.36
Scotland,,2020-09-28,14.05,25.67,19.51,21.74
Scotland,,2020-09-29,14.05,27.76,22.11,30.43
Scotland,,2020-09-30,14.29,29.27,23.05,32.3
Scotland,,2020-10-01,16.19,30.54,24.3,36.02
Scotland,,2020-10-02,19.29,32.73,25.64,38.51
Scotland,,2020-10-03,20.24,34.68,25.94,39.13
Scotland,,2020-10-04,22.38,36.78,28.49,37.89
Scotland,,2020-10-05,21.43,40.14,31.41,43.48
Scotland,,2020-10-06,21.67,42.52,31.37,45.34
Scotland,,2020-10-07,21.67,45.49,33.92,45.96
Scotland,,2020-10-08,24.05,47.49,36.13,47.2
Scotland,,2020-10-09,24.05,47.98,39.02,52.17
Scotland,,2020-10-10,28.81,49.49,40.53,53.42
Scotland,,2020-10-11,31.19,51.24,41.75,55.9
Scotland,,2020-10-12,34.29,53.58,43.37,50.93
Scotland,,2020-10-13,35.48,54.41,46.43,52.8
Scotland,,2020-10-14,35.24,56.11,48.73,53.42
Scotland,,2020-10-15,35.95,57.04,50.73,51.55
Scotland,,2020-10-16,41.19,56.21,50.42,49.69
Scotland,,2020-10-17,41.67,58.6,51.39,50.31
Scotland,,2020-10-18,42.38,60.16,47.45,57.76
Scotland,,2020-10-19,45.95,61.57,47.65,57.14
Scotland,,2020-10-20,45.24,61.23,48.63,58.39
Scotland,,2020-10-21,45.48,60.98,50.53,59.01
Scotland,,2020-10-22,48.1,60.25,52.75,60.87
Scotland,,2020-10-23,51.43,60.64,54.02,65.22
Scotland,,2020-10-24,52.86,60.64,55.65,68.94
Scotland,,2020-10-25,58.81,59.77,61.72,65.22
Scotland,,2020-10-26,58.1,60.35,62.51,63.35
Scotland,,2020-10-27,57.38,60.16,61.72,57.76
Scotland,,2020-10-28,58.57,58.79,58.42,60.87
Scotland,,2020-10-29,58.1,59.81,54.83,59.63
Scotland,,2020-10-30,55.71,58.35,54.09,57.14
Scotland,,2020-10-31,56.9,60.45,52.05,62.11
Scotland,,2020-11-01,51.19,59.77,51.09,60.87
Scotland,,2020-11-02,51.43,60.89,50.04,59.01
Scotland,,2020-11-03,53.1,60.45,48.03,54.66
Scotland,,2020-11-04,51.67,59.04,49.45,52.8
Scotland,,2020-11-05,52.62,60.11,49.99,55.28
Scotland,,2020-11-06,50.24,58.16,48.7,62.11
Scotland,,2020-11-07,50.48,56.99,51.75,59.01
Scotland,,2020-11-08,51.67,58.84,51.54,52.17
Scotland,,2020-11-09,53.33,58.3,51.3,52.17
Scotland,,2020-11-10,52.14,56.31,50.28,52.17
Scotland,,2020-11-11,52.86,54.8,49.22,55.9
Scotland,,2020-11-12,51.19,53.53,49.19,49.69
Scotland,,2020-11-13,49.76,52.31,50.95,47.83
Scotland,,2020-11-14,49.76,51.1,48.01,47.2
Scotland,,2020-11-15,50.71,50.71,48.28,46.58
Scotland,,2020-11-16,45.48,49.73,47.08,43.48
Scotland,,2020-11-17,46.19,48.27,49.64,42.24
Scotland,,2020-11-18,45.71,47.83,49.66,42.86
Scotland,,2020-11-19,45.48,47,48.9,40.37
Scotland,,2020-11-20,45.71,46.03,46.81,39.75
Scotland,,2020-11-21,45.48,46.32,45.39,38.51
Scotland,,2020-11-22,42.86,47.44,43.46,36.65
Scotland,,2020-11-23,46.9,47.88,44.88,35.4
Scotland,,2020-11-24,46.19,47.35,41.95,31.06
Scotland,,2020-11-25,45.95,47.93,39.59,32.3
Scotland,,2020-11-26,43.81,48.66,40.43,32.92
Scotland,,2020-11-27,43.57,48.42,40.12,32.3
Scotland,,2020-11-28,38.81,49.44,39.52,29.19
Scotland,,2020-11-29,40.24,49.29,38.91,28.57
Scotland,,2020-11-30,40.71,48.51,35.35,27.95
Scotland,,2020-12-01,40.95,50.22,35.24,30.43
Scotland,,2020-12-02,40.95,49.29,35.68,31.06
Scotland,,2020-12-03,45.48,50.27,34.04,31.06
Scotland,,2020-12-04,47.62,50.32,34.02,32.92
Scotland,,2020-12-05,50.71,51.68,33.95,36.02
Scotland,,2020-12-06,52.38,52.51,33.32,36.65
Scotland,,2020-12-07,42.62,50.9,35.21,37.27
Scotland,,2020-12-08,42.14,49.93,34.83,34.78
Scotland,,2020-12-09,42.14,49.1,34.5,34.78
Scotland,,2020-12-10,33.57,47.39,34.34,29.19
Scotland,,2020-12-11,32.62,47.98,34.56,32.3
Scotland,,2020-12-12,38.57,48.37,36.32,33.54
Scotland,,2020-12-13,38.57,50.66,37.29,34.78
Scotland,,2020-12-14,38.57,53.19,37.64,40.37
Scotland,,2020-12-15,38.57,55.19,38.58,42.86
Scotland,,2020-12-16,38.57,57.18,37.3,43.48
Scotland,,2020-12-17,39.52,57.92,36.84,45.34
Scotland,,2020-12-18,45.48,59.04,35.26,48.45
Scotland,,2020-12-19,47.86,60.69,32.23,50.31
Scotland,,2020-12-20,59.76,62.45,33.06,51.55
Scotland,,2020-12-21,81.9,65.61,37.79,57.76
Scotland,,2020-12-22,82.38,67.41,40.69,59.01
Scotland,,2020-12-23,82.62,71.46,43.77,62.11
Scotland,,2020-12-24,92.86,74.53,46.57,63.35
Scotland,,2020-12-25,95.48,77.74,49.16,67.7
Scotland,,2020-12-26,92.14,77.84,52.71,76.4
Scotland,,2020-12-27,84.52,81.05,51.52,78.26
Scotland,,2020-12-28,80.95,83.63,48.22,82.61
Scotland,,2020-12-29,80.24,87.38,51.78,83.23
Scotland,,2020-12-30,80,89.62,57.03,88.2
Scotland,,2020-12-31,84.05,91.62,65.08,87.58
Scotland,,2021-01-01,87.14,92.21,73.53,90.06
Scotland,,2021-01-02,93.1,93.42,79.6,91.3
Scotland,,2021-01-03,95.48,95.42,90.2,90.68
Scotland,,2021-01-04,95,96.88,95.97,93.17
Scotland,,2021-01-05,95.24,97.56,99.87,96.89
Scotland,,2021-01-06,96.19,97.61,99.83,100
Scotland,,2021-01-07,100,100,100,100
Scotland,,2021-01-08,100,98.68,98.59,98.76
Scotland,,2021-01-09,98.33,97.91,96.91,97.52
Scotland,,2021-01-10,98.1,98.2,93.3,93.79
Scotland,,2021-01-11,94.29,97.91,92.55,92.55
Scotland,,2021-01-12,95.48,98.2,88.53,90.06
Scotland,,2021-01-13,95.95,96.59,87.97,88.2
Scotland,,2021-01-14,91.67,95.37,82.18,89.44
Scotland,,2021-01-15,90.71,95.08,81.26,88.2
Scotland,,2021-01-16,83.81,94.54,80.57,88.82
Scotland,,2021-01-17,81.67,95.37,77.28,88.82
Scotland,,2021-01-18,78.81,94.2,75.11,86.96
Scotland,,2021-01-19,79.05,90.84,70.74,81.37
Scotland,,2021-01-20,78.81,88.26,68.94,78.88
Scotland,,2021-01-21,76.19,87.38,68.5,76.4
Scotland,,2021-01-22,67.14,84.22,64.32,72.67
Scotland,,2021-01-23,65.95,83.29,61.58,67.08
Scotland,,2021-01-24,67.38,81.44,60.68,67.08
Scotland,,2021-01-25,66.67,78.81,56.52,69.57
Scotland,,2021-01-26,65.95,75.11,55.8,70.19
Scotland,,2021-01-27,64.76,73.02,53.8,67.7
Scotland,,2021-01-28,62.62,71.7,51.13,71.43
Scotland,,2021-01-29,65.95,70.58,49.13,68.32
Scotland,,2021-01-30,68.1,70.29,47.2,64.6
Scotland,,2021-01-31,59.52,69.56,46.02,63.35
Scotland,,2021-02-01,55.71,67.36,46.61,62.11
Scotland,,2021-02-02,55.95,64.15,44.82,61.49
Scotland,,2021-02-03,55.95,61.42,42.66,59.01
Scotland,,2021-02-04,57.62,59.52,42.34,60.87
Scotland,,2021-02-05,53.57,56.21,40.74,60.87
Scotland,,2021-02-06,47.38,55.14,40.13,61.49
Scotland,,2021-02-07,46.43,55.58,37.55,61.49
Scotland,,2021-02-08,43.81,52.41,38.05,57.76
Scotland,,2021-02-09,43.1,49.59,38.44,57.76
Scotland,,2021-02-10,43.1,47.1,37.36,55.28
Scotland,,2021-02-11,37.62,45.01,35.4,49.69
Scotland,,2021-02-12,34.76,43.74,35,45.96
Scotland,,2021-02-13,33.1,40.77,35.08,48.45
Scotland,,2021-02-14,29.29,40.14,37.04,44.1
Scotland,,2021-02-15,27.86,38.19,34.77,44.1
Scotland,,2021-02-16,27.38,36.53,34.47,42.86
Scotland,,2021-02-17,27.62,34.97,36.43,41.61
Scotland,,2021-02-18,24.29,32.44,35.54,39.75
Scotland,,2021-02-19,20.71,31.13,35.88,39.13
Scotland,,2021-02-20,20.24,30.59,35.23,37.89
Scotland,,2021-02-21,21.67,31.86,34.76,36.65
Scotland,,2021-02-22,20.71,29.91,35.72,30.43
Scotland,,2021-02-23,21.19,28.35,35,30.43
Scotland,,2021-02-24,20.95,25.57,33.01,24.84
Scotland,,2021-02-25,18.1,24.94,33.53,23.6
Scotland,,2021-02-26,16.19,23.33,31.66,23.6
Scotland,,2021-02-27,12.62,22.45,29.95,24.84
Scotland,,2021-02-28,10.48,21.77,28.38,24.84
Scotland,,2021-03-01,10.48,21.43,26.36,26.09
Scotland,,2021-03-02,10,20.56,25.66,23.6
Scotland,,2021-03-03,10,19.73,24.09,23.6
Scotland,,2021-03-04,10,19.34,22.44,21.74
Scotland,,2021-03-05,7.86,17.88,21.93,19.25
Scotland,,2021-03-06,8.57,16.76,22.11,19.25
Scotland,,2021-03-07,8.1,17.19,20.99,20.5
Scotland,,2021-03-08,7.62,16.61,21.7,17.39
Scotland,,2021-03-09,7.62,15.64,21.23,19.25
Scotland,,2021-03-10,7.62,15.1,22.14,19.88
Scotland,,2021-03-11,8.81,14.42,22.7,16.15
Scotland,,2021-03-12,9.52,13.78,23.83,16.15
Scotland,,2021-03-13,9.05,12.86,24.35,13.66
Scotland,,2021-03-14,8.57,12.62,24.93,13.66
Scotland,,2021-03-15,7.14,12.18,24.65,14.29
Scotland,,2021-03-16,7.14,11.54,25.46,13.04
Scotland,,2021-03-17,7.14,10.47,25.05,13.04
Scotland,,2021-03-18,4.29,10.08,25.26,14.29
Scotland,,2021-03-19,4.05,9.79,25.09,11.18
Scotland,,2021-03-20,2.38,9.4,24.16,11.8
Scotland,,2021-03-21,2.86,9.84,24.46,11.18
Scotland,,2021-03-22,3.81,9.55,23.86,13.04
Scotland,,2021-03-23,3.81,9.35,23.23,13.04
Scotland,,2021-03-24,3.81,8.48,23.64,13.04
Scotland,,2021-03-25,4.52,8.13,24.12,11.8
Scotland,,2021-03-26,4.05,7.79,23.43,12.42
Scotland,,2021-03-27,4.05,7.26,23.89,13.04
Scotland,,2021-03-28,3.33,7.5,23.21,13.04
Scotland,,2021-03-29,2.86,6.48,23.17,12.42
Scotland,,2021-03-30,2.86,5.8,22.65,12.42
Scotland,,2021-03-31,2.86,5.6,21.73,9.94
Scotland,,2021-04-01,2.62,5.31,19.88,11.18
Scotland,,2021-04-02,2.14,5.11,19.09,9.94
Scotland,,2021-04-03,2.62,5.07,18.07,8.7
Scotland,,2021-04-04,2.14,5.07,17.58,8.7
Scotland,,2021-04-05,2.62,5.16,16.94,8.07
Scotland,,2021-04-06,2.86,5.21,16.01,8.7
Scotland,,2021-04-07,2.86,4.53,14.45,7.45
Scotland,,2021-04-08,2.62,4.53,14.23,7.45
Scotland,,2021-04-09,2.62,4.58,13.44,7.45
Scotland,,2021-04-10,3.1,4.34,12.72,7.45
Scotland,,2021-04-11,2.86,4.53,12.15,7.45
Scotland,,2021-04-12,2.14,3.95,11.85,6.83
Scotland,,2021-04-13,1.9,3.65,11.62,7.45
Scotland,,2021-04-14,1.9,3.41,11.55,7.45
Scotland,,2021-04-15,1.67,3.26,10.77,5.59
Scotland,,2021-04-16,1.43,3.17,10.27,6.83
Scotland,,2021-04-17,0.24,3.31,9.83,7.45
Scotland,,2021-04-18,0.48,3.17,9.59,6.83
Scotland,,2021-04-19,0.24,2.83,9.8,6.83
Scotland,,2021-04-20,0.24,3.36,9.53,8.07
Scotland,,2021-04-21,0.24,2.83,9.5,6.83
Scotland,,2021-04-22,0.24,3.31,9.46,4.97
Scotland,,2021-04-23,0.24,3.12,9.78,5.59
Scotland,,2021-04-24,0.48,3.17,9.57,3.73
Scotland,,2021-04-25,0.71,3.51,9.36,3.73
Scotland,,2021-04-26,0.71,3.36,8.81,3.73
Scotland,,2021-04-27,0.71,3.17,8.53,3.73
Scotland,,2021-04-28,0.71,3.07,8.1,2.48
Scotland,,2021-04-29,0.71,3.12,7.78,1.86
Scotland,,2021-04-30,0.71,3.36,7.39,1.24
Scotland,,2021-05-01,0.48,2.97,7.37,1.86
Scotland,,2021-05-02,0,3.31,7.19,1.86
Scotland,,2021-05-03,0,3.41,7.13,2.48
Scotland,,2021-05-04,0,3.8,7.16,2.48
Scotland,,2021-05-05,0,4.04,6.43,3.11
Scotland,,2021-05-06,0.48,3.95,7.08,2.48
Scotland,,2021-05-07,0.48,4.29,7.35,3.73
Scotland,,2021-05-08,0.48,4.82,7.66,3.73
Scotland,,2021-05-09,0.95,4.58,7.99,3.11
Scotland,,2021-05-10,0.95,4.72,8.21,3.73
Scotland,,2021-05-11,0.95,4.77,8.82,3.73
Scotland,,2021-05-12,1.19,4.04,10.42,2.48
Scotland,,2021-05-13,0.71,4.38,10.34,3.73
Scotland,,2021-05-14,0.95,4.19,10.21,3.11
Scotland,,2021-05-15,1.9,4.92,11.37,4.35
Scotland,,2021-05-16,1.9,5.31,11.94,4.97
Scotland,,2021-05-17,2.14,5.16,11.89,6.21
Scotland,,2021-05-18,2.14,5.55,12.08,6.21
Scotland,,2021-05-19,1.9,5.36,12.38,4.97
Scotland,,2021-05-20,1.9,5.65,13.37,4.97
Scotland,,2021-05-21,1.9,5.41,14.6,4.97
Scotland,,2021-05-22,1.19,5.46,14.33,6.21
Scotland,,2021-05-23,0.71,5.94,14.86,7.45
Scotland,,2021-05-24,0.95,5.89,15.8,7.45
Scotland,,2021-05-25,0.95,6.04,16.11,9.32
Scotland,,2021-05-26,0.95,6.04,17.04,8.7
Scotland,,2021-05-27,1.43,6.43,17.24,8.07
Scotland,,2021-05-28,1.43,6.28,18.63,8.7
Scotland,,2021-05-29,2.14,6.33,19.94,9.94
Scotland,,2021-05-30,2.62,6.23,20.85,10.56
Scotland,,2021-05-31,2.62,6.67,21.94,10.56
Scotland,,2021-06-01,2.62,6.48,22.92,9.32
Scotland,,2021-06-02,2.62,6.82,23.73,7.45
Scotland,,2021-06-03,3.1,6.23,26.01,7.45
Scotland,,2021-06-04,4.05,7.06,28.17,6.21
Scotland,,2021-06-05,4.29,7.31,29.87,8.07
Scotland,,2021-06-06,4.29,7.74,31.4,9.32
Scotland,,2021-06-07,4.52,8.33,32.33,11.18
Scotland,,2021-06-08,4.76,8.28,33.67,11.18
Scotland,,2021-06-09,4.76,8.62,35.72,10.56
Scotland,,2021-06-10,4.05,9.16,35.11,9.94
Scotland,,2021-06-11,3.57,9.6,35.8,11.18
Scotland,,2021-06-12,3.81,9.55,36.84,10.56
Scotland,,2021-06-13,4.29,9.84,38.45,12.42
Scotland,,2021-06-14,4.29,10.47,39.18,12.42
Scotland,,2021-06-15,4.05,11.45,40.9,11.8
Scotland,,2021-06-16,4.05,13.4,41.62,9.94
Scotland,,2021-06-17,5.24,13.88,45.2,11.8
Scotland,,2021-06-18,5.71,14.91,44.26,15.53
Scotland,,2021-06-19,5.24,15.39,45.36,15.53
Scotland,,2021-06-20,5.71,16.46,46.4,18.63
Scotland,,2021-06-21,6.67,16.85,49.4,19.88
Scotland,,2021-06-22,6.67,18.85,56.74,21.12
Scotland,,2021-06-23,6.67,19.53,68.05,23.6
Scotland,,2021-06-24,6.19,20.8,78.4,24.22
Scotland,,2021-06-25,7.62,21.24,83.3,26.09
Scotland,,2021-06-26,11.19,21.68,93.3,24.84
Scotland,,2021-06-27,10.95,22.84,102.12,24.84
Scotland,,2021-06-28,10.24,24.65,114.64,25.47
Scotland,,2021-06-29,10.24,25.09,120.48,28.57
Scotland,,2021-06-30,10.24,26.45,126.13,29.19
Scotland,,2021-07-01,12.38,25.91,133.72,29.81
Scotland,,2021-07-02,11.43,25.18,146.49,30.43
Scotland,,2021-07-03,12.14,25.04,148.16,28.57
Scotland,,2021-07-04,12.38,26.11,148.7,27.95
Scotland,,2021-07-05,14.05,25.77,143.08,29.19
Scotland,,2021-07-06,14.05,25.77,138.44,31.68
Scotland,,2021-07-07,14.05,23.77,137.9,36.02
Scotland,,2021-07-08,12.62,24.45,129.09,35.4
Scotland,,2021-07-09,13.1,23.33,125.36,37.27
Scotland,,2021-07-10,10.95,23.38,119.71,39.75
Scotland,,2021-07-11,10.95,23.14,115.55,40.37
Scotland,,2021-07-12,10.48,22.99,114.08,39.13
Scotland,,2021-07-13,11.19,23.09,115.1,39.13
Scotland,,2021-07-14,11.43,23.87,107.95,37.27
Scotland,,2021-07-15,11.9,22.5,103.55,37.27
Scotland,,2021-07-16,12.86,21.63,96.36,39.75
Scotland,,2021-07-17,12.38,20.56,97.14,38.51
Scotland,,2021-07-18,12.62,19.82,95.22,37.27
Scotland,,2021-07-19,12.62,19.78,91.1,37.89
Scotland,,2021-07-20,11.9,18.66,85.41,36.02
Scotland,,2021-07-21,11.67,18.56,79.57,34.16
Scotland,,2021-07-22,12.14,17.88,77.96,33.54
Scotland,,2021-07-23,11.43,17.54,74.63,25.47
Scotland,,2021-07-24,10.71,17.54,68.42,24.84
Scotland,,2021-07-25,10.95,17.34,65.35,26.09
Scotland,,2021-07-26,10,17.15,62.5,24.84
Scotland,,2021-07-27,10,17.34,59.06,26.09
Scotland,,2021-07-28,10,17.34,55.94,26.09
Scotland,,2021-07-29,9.52,17.19,53.31,25.47
Scotland,,2021-07-30,9.52,16.42,53.01,24.22
Scotland,,2021-07-31,9.29,16.12,51.24,24.84
Scotland,,2021-08-01,9.52,16.42,49.99,24.22
Scotland,,2021-08-02,9.05,16.46,48.75,24.84
Scotland,,2021-08-03,9.05,15.78,48.58,24.22
Scotland,,2021-08-04,9.05,15.44,49.15,20.5
Scotland,,2021-08-05,9.29,15.2,49.04,21.12
Scotland,,2021-08-06,8.1,15.73,47.77,20.5
Scotland,,2021-08-07,9.76,16.46,50.04,21.12
Scotland,,2021-08-08,8.57,17.34,51.3,25.47
Scotland,,2021-08-09,9.76,17.73,51.62,26.71
Scotland,,2021-08-10,9.76,19.05,51.72,27.33
Scotland,,2021-08-11,9.76,20.75,53.12,29.19
Scotland,,2021-08-12,9.05,23.33,54,29.19
Scotland,,2021-08-13,10,24.06,55.8,30.43
Scotland,,2021-08-14,10.71,24.7,55.78,32.3
Scotland,,2021-08-15,12.14,26.84,57.37,32.3
Scotland,,2021-08-16,12.86,28.49,61.77,33.54
Scotland,,2021-08-17,12.86,30.64,66.58,36.65
Scotland,,2021-08-18,12.86,30.39,72.98,34.16
Scotland,,2021-08-19,15,31.81,84.31,37.27
Scotland,,2021-08-20,16.9,32.64,97.04,36.02
Scotland,,2021-08-21,15.71,35.02,109.84,37.89
Scotland,,2021-08-22,18.57,37.55,120.24,44.1
Scotland,,2021-08-23,18.33,39.21,130.22,47.83
Scotland,,2021-08-24,18.33,43.01,145.64,50.93
Scotland,,2021-08-25,18.33,45.2,160.91,54.04
Scotland,,2021-08-26,19.52,47.59,170.49,50.93
Scotland,,2021-08-27,22.62,47.93,190.3,51.55
Scotland,,2021-08-28,25.95,49.83,205.02,55.9
Scotland,,2021-08-29,27.86,51.05,229.15,55.9
Scotland,,2021-08-30,31.9,51.88,233.48,55.28
Scotland,,2021-08-31,32.38,52.56,243.97,56.52
Scotland,,2021-09-01,32.38,51.34,251.03,58.39
Scotland,,2021-09-02,31.67,50.51,260.1,54.04
Scotland,,2021-09-03,31.9,51.19,259.34,61.49
Scotland,,2021-09-04,34.52,52.31,261.15,62.11
Scotland,,2021-09-05,39.29,53,256.57,60.25
Scotland,,2021-09-06,37.14,53.92,276.07,58.39
Scotland,,2021-09-07,37.14,52.41,274,50.93
Scotland,,2021-09-08,37.38,51.49,271.79,53.42
Scotland,,2021-09-09,36.9,49.25,274.47,49.07
Scotland,,2021-09-10,36.19,48.9,275.11,49.69
Scotland,,2021-09-11,35.71,48.86,263.71,49.07
Scotland,,2021-09-12,31.9,49.83,260.9,47.2
Scotland,,2021-09-13,31.67,49.98,243.54,45.34
Scotland,,2021-09-14,31.43,49.68,229.29,44.1
