Entity,Code,Day,weekly_deaths_rolling_normalized,people_in_hospital_normalized,weekly_cases_rolling_normalized,people_ventilated_normalized
Wales,,2021-06-07,0.28,2.09,1.66,1.33
Wales,,2021-06-08,0.28,1.79,1.4,2
Wales,,2021-06-09,0.55,2.04,1.9,1.33
Wales,,2021-06-10,0.55,1.94,2.13,1.33
Wales,,2021-06-11,0.83,2.19,2.3,2
Wales,,2021-06-12,0.83,2.49,2.3,2.67
Wales,,2021-06-13,0.83,2.29,2.38,3.33
Wales,,2021-06-14,0.55,2.14,2.99,3.33
Wales,,2021-06-15,0.55,2.99,3.26,5.33
Wales,,2021-06-16,0.28,2.89,2.97,4
Wales,,2021-06-17,0.28,2.84,3.07,3.33
Wales,,2021-06-18,0,3.04,3.23,2
Wales,,2021-06-19,0.55,3.24,3.23,3.33
Wales,,2021-06-20,0.83,3.29,3.45,4.67
Wales,,2021-06-21,0.83,3.09,4.29,3.33
Wales,,2021-06-22,0.83,3.33,4.57,5.33
Wales,,2021-06-23,1.1,3.33,4.82,6.67
Wales,,2021-06-24,1.1,4.03,5.89,6
Wales,,2021-06-25,1.1,4.38,6.51,6.67
Wales,,2021-06-26,0.55,4.23,6.51,8
Wales,,2021-06-27,0.55,4.58,7.36,11.33
Wales,,2021-06-28,0.83,4.43,8.03,14
Wales,,2021-06-29,0.83,4.98,8.41,13.33
Wales,,2021-06-30,1.1,5.13,9.48,16.67
Wales,,2021-07-01,1.1,5.33,9.63,17.33
Wales,,2021-07-02,1.93,5.97,10.47,16
Wales,,2021-07-03,2.75,6.42,10.47,16.67
Wales,,2021-07-04,2.48,6.62,10.89,16.67
Wales,,2021-07-05,2.48,6.37,12.98,17.33
Wales,,2021-07-06,3.58,7.22,14.47,18
Wales,,2021-07-07,3.31,7.07,15.01,17.33
Wales,,2021-07-08,3.31,7.17,15.79,12.67
Wales,,2021-07-09,2.48,6.87,16.1,12.67
Wales,,2021-07-10,2.2,6.97,16.1,12.67
Wales,,2021-07-11,2.2,7.17,16.68,12.67
Wales,,2021-07-12,3.58,7.32,16.44,14.67
Wales,,2021-07-13,3.31,7.91,16.58,14
Wales,,2021-07-14,4.13,7.37,18.27,13.33
Wales,,2021-07-15,4.13,6.62,18.84,14.67
Wales,,2021-07-16,5.51,6.47,20.37,12.67
Wales,,2021-07-17,5.23,6.62,20.37,15.33
Wales,,2021-07-18,5.23,6.47,21.85,13.33
Wales,,2021-07-19,4.68,6.87,24.93,14.67
Wales,,2021-07-20,4.68,7.17,24.28,14
Wales,,2021-07-21,3.58,7.12,23.59,13.33
Wales,,2021-07-22,3.58,6.92,23.05,14
Wales,,2021-07-23,3.03,6.52,21.88,16.67
Wales,,2021-07-24,3.58,6.62,21.88,17.33
Wales,,2021-07-25,3.86,6.62,22.33,18.67
Wales,,2021-07-26,2.75,6.97,19.04,17.33
Wales,,2021-07-27,2.48,7.17,19.57,19.33
Wales,,2021-07-28,3.03,7.57,18.31,18
Wales,,2021-07-29,3.03,8.06,18.35,17.33
Wales,,2021-07-30,3.31,9.06,18.6,19.33
Wales,,2021-07-31,3.31,9.56,18.6,20.67
Wales,,2021-08-01,3.03,9.16,16.74,20.67
Wales,,2021-08-02,4.13,9.76,16.66,22
Wales,,2021-08-03,4.13,10.2,16.22,18.67
Wales,,2021-08-04,4.68,10.75,16.29,20.67
Wales,,2021-08-05,4.68,10.8,16.14,22
Wales,,2021-08-06,4.96,11.95,16.06,24.67
Wales,,2021-08-07,4.68,12.05,16.06,26.67
Wales,,2021-08-08,4.68,12.69,16.58,26.67
Wales,,2021-08-09,4.68,13.14,17.5,25.33
Wales,,2021-08-10,4.41,14.29,17.36,26.67
Wales,,2021-08-11,4.68,15.03,15.19,29.33
Wales,,2021-08-12,4.68,15.58,19.35,29.33
Wales,,2021-08-13,4.13,16.03,20.38,32
Wales,,2021-08-14,3.58,16.48,20.38,31.33
Wales,,2021-08-15,3.86,16.87,21.22,30.67
Wales,,2021-08-16,4.13,17.37,24.9,30
Wales,,2021-08-17,5.23,18.37,25.67,30.67
Wales,,2021-08-18,5.51,20.11,30.58,33.33
Wales,,2021-08-19,5.51,21.3,29.27,32.67
Wales,,2021-08-20,5.51,22.2,31.55,28.67
Wales,,2021-08-21,7.71,22.4,31.55,27.33
Wales,,2021-08-22,8.26,22.75,33.43,29.33
Wales,,2021-08-23,9.64,23.74,36.48,32
Wales,,2021-08-24,10.74,24.89,38.73,32
Wales,,2021-08-25,10.47,25.14,39.92,31.33
Wales,,2021-08-26,10.47,26.33,43.16,31.33
Wales,,2021-08-27,11.85,25.58,43.39,29.33
Wales,,2021-08-28,15.43,25.49,43.39,32.67
Wales,,2021-08-29,15.98,25.19,46,32.67
Wales,,2021-08-30,15.98,25.78,34.4,36
Wales,,2021-08-31,14.6,26.48,43.26,31.33
Wales,,2021-09-01,15.43,25.88,49.05,33.33
Wales,,2021-09-02,15.43,24.69,48.64,32
Wales,,2021-09-03,17.36,23.89,50.79,32
Wales,,2021-09-04,16.25,23.34,50.79,30.67
Wales,,2021-09-05,16.8,22.4,50.9,32
Wales,,2021-09-06,16.8,22.6,69.33,32
Wales,,2021-09-07,17.36,24.59,64.45,30
Wales,,2021-09-08,15.7,23.74,62.09,32
Wales,,2021-09-09,15.7,23.89,62.17,29.33
Wales,,2021-09-10,15.15,23.05,62.44,29.33
Wales,,2021-09-11,13.77,21.8,62.44,28.67
Wales,,2021-09-12,13.5,22.45,62.19,28.67
Wales,,2021-09-13,13.22,23.39,59.14,27.33
Wales,,2021-09-14,15.15,24.44,57.07,28
Wales,,2021-09-15,15.98,23.39,55.74,31.33
Wales,,2021-09-16,15.98,22.95,57.86,32.67
Wales,,2021-09-17,15.15,22.95,58.4,32
Wales,,2021-09-18,16.53,22.95,58.4,27.33
Wales,,2021-09-19,15.43,22.9,59.83,28
Wales,,2021-09-20,15.15,23.69,63.22,28
Wales,,2021-09-21,13.77,24.69,65.55,30
Wales,,2021-09-22,18.73,25.68,66.22,34
Wales,,2021-09-23,18.73,25.63,64.74,31.33
Wales,,2021-09-24,15.98,26.93,65.13,34
Wales,,2021-09-25,13.5,26.88,65.13,34
Wales,,2021-09-26,13.22,27.48,67.22,35.33
Wales,,2021-09-27,12.12,28.62,68.65,36.67
Wales,,2021-09-28,13.22,29.37,67.56,36.67
Wales,,2021-09-29,11.02,28.32,70.72,34.67
Wales,,2021-09-30,11.02,29.67,71.09,35.33
Wales,,2021-10-01,13.77,29.72,72.09,39.33
Wales,,2021-10-02,17.08,29.12,72.09,39.33
Wales,,2021-10-03,17.36,29.37,68.62,38
Wales,,2021-10-04,19.83,30.16,62.65,40
Wales,,2021-10-05,20.11,31.46,60.82,37.33
Wales,,2021-10-06,19.01,32.75,55.96,42.67
Wales,,2021-10-07,19.01,34.3,58.89,42
Wales,,2021-10-08,19.56,34.2,68.51,45.33
Wales,,2021-10-09,14.05,34.15,68.51,45.33
Wales,,2021-10-10,22.04,33.9,60.19,45.33
Wales,,2021-10-11,19.83,34.15,61.91,48.67
Wales,,2021-10-12,19.56,34.4,62.95,50
Wales,,2021-10-13,18.46,34.69,63.87,48.67
Wales,,2021-10-14,18.46,35.19,61.14,48
Wales,,2021-10-15,17.63,34.15,51.94,48.67
Wales,,2021-10-16,22.31,33.15,51.94,50
Wales,,2021-10-17,16.53,31.86,62.53,48.67
Wales,,2021-10-18,17.08,32.21,69.42,50
Wales,,2021-10-19,18.46,32.55,73.54,48
Wales,,2021-10-20,20.11,32.3,77.76,48.67
Wales,,2021-10-21,20.11,31.91,83.5,48.67
Wales,,2021-10-22,20.11,30.91,84.09,44.67
Wales,,2021-10-23,19.28,31.01,84.09,46
Wales,,2021-10-24,17.91,29.57,84.76,42.67
Wales,,2021-10-25,20.94,30.66,61.91,41.33
Wales,,2021-10-26,19.56,31.11,69.37,41.33
Wales,,2021-10-27,17.08,29.57,66.27,39.33
Wales,,2021-10-28,17.08,28.32,60.64,40
Wales,,2021-10-29,16.25,27.23,58.01,39.33
Wales,,2021-10-30,15.98,26.68,58.01,38
Wales,,2021-10-31,15.15,26.18,57.53,40
Wales,,2021-11-01,14.88,25.88,75.32,36
Wales,,2021-11-02,17.08,26.08,64.33,38.67
Wales,,2021-11-03,18.18,24.29,64.01,36
Wales,,2021-11-04,18.18,23.69,64.49,36
Wales,,2021-11-05,18.46,23.59,62.44,34.67
Wales,,2021-11-06,17.08,22.45,62.44,31.33
Wales,,2021-11-07,17.63,22.4,60.89,30.67
Wales,,2021-11-08,14.88,22.25,58.46,29.33
Wales,,2021-11-09,11.85,23.94,56.94,31.33
Wales,,2021-11-10,11.02,23.54,55.8,32
Wales,,2021-11-11,11.02,22.55,53.42,29.33
Wales,,2021-11-12,11.57,22.5,56.27,30
Wales,,2021-11-13,12.12,22.7,56.27,28.67
Wales,,2021-11-14,12.12,20.96,56.54,29.33
Wales,,2021-11-15,12.12,20.36,57.32,27.33
Wales,,2021-11-16,11.85,20.76,57.81,24.67
Wales,,2021-11-17,12.67,19.16,58.69,23.33
Wales,,2021-11-18,12.67,18.67,60.26,24
Wales,,2021-11-19,11.57,19.31,59.09,26
Wales,,2021-11-20,10.47,19.91,59.09,24.67
Wales,,2021-11-21,9.92,18.27,58.2,23.33
Wales,,2021-11-22,11.02,18.07,58.09,24
Wales,,2021-11-23,12.95,19.41,58.12,24.67
Wales,,2021-11-24,13.22,19.26,57.18,24
Wales,,2021-11-25,13.22,18.96,56.47,24.67
Wales,,2021-11-26,13.22,18.02,58.15,22
Wales,,2021-11-27,13.77,17.17,58.15,22
Wales,,2021-11-28,13.77,17.17,56.56,20.67
Wales,,2021-11-29,13.5,16.67,54.71,19.33
Wales,,2021-11-30,9.37,16.43,54.85,20
Wales,,2021-12-01,7.71,16.43,54.54,19.33
Wales,,2021-12-02,7.71,17.22,56.02,20.67
Wales,,2021-12-03,7.44,17.47,53.98,19.33
Wales,,2021-12-04,7.44,17.02,53.98,21.33
Wales,,2021-12-05,8.54,16.82,56.14,21.33
Wales,,2021-12-06,6.61,18.22,57.7,22
Wales,,2021-12-07,9.37,19.26,58.18,20.67
Wales,,2021-12-08,11.29,20.76,59.06,20.67
Wales,,2021-12-09,11.29,22.6,57.31,21.33
Wales,,2021-12-10,11.02,25.34,57.69,23.33
Wales,,2021-12-11,8.82,26.43,57.69,22
Wales,,2021-12-12,7.99,28.72,57.78,22
Wales,,2021-12-13,7.71,30.06,58.27,22.67
Wales,,2021-12-14,5.79,31.41,57.24,24.67
Wales,,2021-12-15,6.06,33.7,57.66,24
Wales,,2021-12-16,6.06,34.94,59.76,26.67
Wales,,2021-12-17,9.09,35.99,62.14,26
Wales,,2021-12-18,9.09,37.43,62.14,25.33
Wales,,2021-12-19,10.47,38.48,65.25,26
Wales,,2021-12-20,12.67,40.57,73.29,22.67
Wales,,2021-12-21,13.5,42.26,75.28,25.33
Wales,,2021-12-22,16.25,44.3,83.25,20.67
Wales,,2021-12-23,16.25,43.16,84.68,20
Wales,,2021-12-24,14.6,42.86,97.63,20.67
Wales,,2021-12-25,19.01,42.71,97.63,22.67
Wales,,2021-12-26,17.91,42.11,104.32,21.33
Wales,,2021-12-27,19.01,42.71,80.05,19.33
Wales,,2021-12-28,20.39,42.31,115.77,17.33
Wales,,2021-12-29,15.7,42.01,120.3,16.67
Wales,,2021-12-30,15.7,39.82,183.71,16.67
Wales,,2021-12-31,15.15,39.67,196.7,18
Wales,,2022-01-01,15.7,40.22,196.7,17.33
Wales,,2022-01-02,14.88,37.63,227.77,14.67
Wales,,2022-01-03,17.36,36.14,227.77,14
Wales,,2022-01-04,20.11,39.42,263.26,12.67
Wales,,2022-01-05,22.04,35.69,318.07,14.67
Wales,,2022-01-06,22.04,39.12,275.8,12.67
Wales,,2022-01-07,22.59,40.62,266.95,13.33
Wales,,2022-01-08,20.66,,266.95,
Wales,,2022-01-09,20.94,,248.69,
Wales,,2022-01-10,15.7,,290.45,
Wales,,2022-01-11,12.67,,218.53,
Wales,,2022-01-12,11.29,,152.85,
Wales,,2022-01-13,11.29,,131.37,
Wales,,2022-01-14,11.29,,113.33,
Wales,,2020-03-05,,9.36,0.01,20.67
Wales,,2020-03-06,,10.1,0,24
Wales,,2020-03-07,,12.1,0,24.67
Wales,,2022-01-15,,,113.33,
Wales,,2022-01-16,,,89.09,
Wales,,2022-01-17,,,61.53,
Wales,,2022-01-18,,,60.39,
Wales,,2022-01-19,,,57.71,
Wales,,2022-01-20,,,56.18,
Wales,,2022-01-21,,,54.62,
Wales,,2022-01-22,,,54.62,
Wales,,2022-01-23,,,57.1,
Wales,,2022-01-24,,,58.35,
Wales,,2022-01-25,,,58.78,
Wales,,2022-01-26,,,60.82,
Wales,,2022-01-27,,,61.67,
Wales,,2022-01-28,,,62.91,
Wales,,2022-01-29,,,62.91,
Wales,,2022-01-30,,,62.95,
